article_id,language,content
217,Tamil,Error 504 (Server Error)!!1504.That’s an error.There was an error. Please try again later.That’s all we know.
217,Marathi,"217. उच्च न्यायालयाच्या न्यायाधीशाच्या पदावरील नियुक्ती आणि अटी
(१) उच्च न्यायालयाच्या प्रत्येक न्यायाधीशाची नियुक्ती राष्ट्रपतींद्वारे त्याच्या हाताखाली व शिक्का मारून वॉरंटद्वारे भारताचे मुख्य न्यायमूर्ती, राज्याचे राज्यपाल यांच्याशी सल्लामसलत केल्यानंतर केली जाईल आणि, मुख्य न्यायाधीश, उच्च न्यायालयाचे मुख्य न्यायाधीश यांच्या व्यतिरिक्त न्यायाधीशाच्या नियुक्तीच्या बाबतीत, आणि अतिरिक्त किंवा कार्यवाहक न्यायाधीशाच्या बाबतीत, अनुच्छेद 2 मध्ये प्रदान केल्याप्रमाणे, वयाच्या 2, 4 आणि 2 मध्ये प्रदान केल्याप्रमाणे, पद धारण करेल. दोन वर्षे दिली
(अ) न्यायाधीश, राष्ट्रपतींना उद्देशून त्याच्या हाताखाली लिहून, आपल्या पदाचा राजीनामा देऊ शकतात;
(b) सर्वोच्च न्यायालयाच्या न्यायाधीशाला काढून टाकण्यासाठी कलम 124 च्या खंड (4) मध्ये प्रदान केलेल्या पद्धतीने राष्ट्रपती एखाद्या न्यायाधीशाला त्याच्या पदावरून काढून टाकू शकतात;
(c) न्यायाधीशाचे पद सर्वोच्च न्यायालयाचे न्यायाधीश म्हणून राष्ट्रपतींद्वारे नियुक्त केल्यामुळे किंवा राष्ट्रपतींद्वारे भारताच्या हद्दीतील इतर कोणत्याही उच्च न्यायालयात त्यांची बदली केल्यामुळे रिक्त होईल.
(२) एखादी व्यक्ती भारताचा नागरिक असल्याशिवाय उच्च न्यायालयाचा न्यायाधीश म्हणून नियुक्तीसाठी पात्र होणार नाही आणि
(अ) भारताच्या हद्दीत किमान दहा वर्षे न्यायिक कार्यालयात काम केले आहे; किंवा
(b) कमीत कमी दहा वर्षे उच्च न्यायालयाचा किंवा लागोपाठ अशा दोन किंवा अधिक न्यायालयांचा वकील आहे; या कलमाच्या हेतूंसाठी स्पष्टीकरण
(a) in computing the period during which a person has held judicial office in the territory of India, there shall be included any period, after he has held any judicial office, during which the person has been an Advocate of a High Court or has held the office of a member of a tribunal or any post, under the Union or a State, requiring special knowledge of law;
(ए) ज्या कालावधीत एखादी व्यक्ती उच्च न्यायालयाची वकिली करते त्या कालावधीची गणना करताना, त्या व्यक्तीने न्यायिक पदावर किंवा न्यायाधिकरणाच्या सदस्याचे कार्यालय किंवा संघ किंवा राज्यांतर्गत, वकील झाल्यानंतर कायद्याचे विशेष ज्ञान आवश्यक असलेल्या कोणत्याही पदाचा समावेश केला असेल;
(b) in computing the period during which a person has held judicial office in the territory of India or been an advocate of High Court, there shall be included any period before the commencement of this Constitution during which he has held judicial office in any area which was comprised before the fifteenth day of August, 1947 , within India as defined by the Government of India Act, 1935 , or has been an advocate अशा कोणत्याही क्षेत्रातील कोणत्याही उच्च न्यायालयाचे, जसे की केस असेल
(३) उच्च न्यायालयाच्या न्यायाधीशाच्या वयाबद्दल कोणताही प्रश्न उद्भवल्यास, भारताच्या सरन्यायाधीशांशी सल्लामसलत केल्यानंतर त्या प्रश्नावर राष्ट्रपती निर्णय घेतील आणि राष्ट्रपतींचा निर्णय अंतिम असेल."
218,English,218. Application of certain provisions relating to Supreme Court to High Courts The provisions of clauses ( 4 ) and ( 5 ) of Article 124 shall apply in relation to a High Court as they apply in relation to the Supreme Court with the substitution of references to the High Court for references to the Supreme Court
218,Hindi,218. उच्चतम न्यायालय से संबंधित कुछ प्रावधानों का उच्च न्यायालयों पर लागू होना अनुच्छेद 124 के खंड (4) और (5) के प्रावधान उच्च न्यायालय के संबंध में वैसे ही लागू होंगे जैसे वे उच्चतम न्यायालय के संबंध में लागू होते हैं और उच्चतम न्यायालय के संदर्भ के स्थान पर उच्च न्यायालय के संदर्भ को प्रतिस्थापित किया जाता है।
218,Tamil,"218. உச்ச நீதிமன்றம் தொடர்பான சில விதிகளை உயர் நீதிமன்றங்களுக்குப் பயன்படுத்துதல், பிரிவு 124 இன் உட்பிரிவுகள் (4) மற்றும் (5) ஆகியவற்றின் விதிகள் உயர் நீதிமன்றத்திற்குப் பொருந்தும்."
218,Marathi,218. सर्वोच्च न्यायालयाशी संबंधित काही तरतुदींचा उच्च न्यायालयांना लागू करणे कलम 124 च्या कलम (4) आणि (5) मधील तरतुदी उच्च न्यायालयाच्या संबंधात लागू होतील कारण ते सर्वोच्च न्यायालयाच्या संदर्भासाठी उच्च न्यायालयाच्या संदर्भांच्या बदलीसह सर्वोच्च न्यायालयाच्या संदर्भात लागू होतात.
219,English,"219. Oath or affirmation by Judges of High Courts Every person appointed to be a Judge of a High Court shall, before he enters upon his office, make and subscribe before the Governor of the State, or some person appointed in that behalf by him, an oath or affirmation according to the form set out for the purpose in the Third Schedule"
219,Hindi,"219. उच्च न्यायालयों के न्यायाधीशों द्वारा शपथ या प्रतिज्ञान उच्च न्यायालय के न्यायाधीश बनने के लिए नियुक्त प्रत्येक व्यक्ति, अपने कार्यालय में प्रवेश करने से पहले, राज्य के राज्यपाल या उसके द्वारा नियुक्त किसी व्यक्ति के समक्ष तीसरी अनुसूची में इस प्रयोजन के लिए निर्धारित प्रपत्र के अनुसार शपथ लेगा या प्रतिज्ञान करेगा और उस पर हस्ताक्षर करेगा।"
219,Tamil,"219. உயர் நீதிமன்ற நீதிபதிகளால் உறுதிமொழி அல்லது உறுதிமொழி, உயர் நீதிமன்ற நீதிபதியாக நியமிக்கப்படும் ஒவ்வொரு நபரும், அவர் தனது அலுவலகத்திற்குள் நுழைவதற்கு முன்பு, மாநில ஆளுநர் அல்லது அவரால் நியமிக்கப்பட்ட சில நபர் முன், மூன்றாவது அட்டவணையில் குறிப்பிடப்பட்டுள்ள படிவத்தின்படி ஒரு உறுதிமொழி அல்லது உறுதிமொழியை உருவாக்க வேண்டும்."
219,Marathi,"219. उच्च न्यायालयाच्या न्यायाधीशांद्वारे शपथ किंवा प्रतिज्ञा उच्च न्यायालयाचा न्यायाधीश म्हणून नियुक्त केलेल्या प्रत्येक व्यक्तीने, आपल्या पदावर प्रवेश करण्यापूर्वी, राज्याच्या राज्यपालांसमोर, किंवा त्यांच्या वतीने नियुक्त केलेल्या एखाद्या व्यक्तीसमोर, तिसऱ्या अनुसूचीमध्ये उद्देशासाठी नमूद केलेल्या फॉर्मनुसार शपथ किंवा प्रतिज्ञापत्र करणे आवश्यक आहे."
220,English,"220. Restriction on practice after being a permanent Judge No person who, after the commencement of this Constitution, has held office as a permanent Judge of a High Court shall plead or act in any court or before any authority in India except the Supreme Court and the other High Courts Explanation In this article, the expression High Court does not include a High Court for a State specified in Part B of the First Schedule as it existed before the commencement of the Constitution (seventh Amendment) Act, 1956"
220,Hindi,"220. स्थायी न्यायाधीश होने के बाद प्रैक्टिस पर प्रतिबंध कोई भी व्यक्ति, जिसने इस संविधान के प्रारंभ के बाद, उच्च न्यायालय के स्थायी न्यायाधीश के रूप में पद संभाला है, सर्वोच्च न्यायालय और अन्य उच्च न्यायालयों को छोड़कर भारत में किसी भी अदालत में या किसी प्राधिकारी के समक्ष दलील या कार्य नहीं करेगा। इस अनुच्छेद में, अभिव्यक्ति उच्च न्यायालय में पहली अनुसूची के भाग बी में निर्दिष्ट राज्य के लिए उच्च न्यायालय शामिल नहीं है क्योंकि यह संविधान (सातवां संशोधन) अधिनियम, 1956 के शुरू होने से पहले अस्तित्व में था।"
220,Tamil,"220. நிரந்தர நீதிபதியாக இருந்து நடைமுறையில் உள்ள கட்டுப்பாடு இந்த அரசியலமைப்பின் தொடக்கத்திற்குப் பிறகு, ஒரு உயர் நீதிமன்றத்தின் நிரந்தர நீதிபதியாக பதவி வகித்த எந்த ஒரு நபரும் உச்ச நீதிமன்றத்தைத் தவிர இந்தியாவில் உள்ள எந்த நீதிமன்றத்திலோ அல்லது எந்த அதிகாரத்தின் முன்பும் வாதிடவோ அல்லது செயல்படவோ கூடாது. அரசியலமைப்பு (ஏழாவது திருத்தம்) சட்டம், 1956"
220,Marathi,"220. Restriction on practice after being a permanent Judge No person who, after the commencement of this Constitution, has held office as a permanent Judge of a High Court shall plead or act in any court or before any authority in India except the Supreme Court and the other High Courts Explanation In this article, the expression High Court does not include a High Court for a State specified in Part B of the First Schedule as it existed before the commencement संविधान (सातवी दुरुस्ती) अधिनियम, १९५६"
221,English,"221. Salaries etc, of Judges
(1) There shall be paid to the Judges of each High Court such salaries as may be determined by Parliament by law and, until provision in that behalf is so made, such salaries as are specified in the Second Schedule
(2) Every Judge shall be entitled to such allowances and to such rights in respect of leave of absence and pension as may from time to time be determined by or under law made by Parliament and, until so determined, to such allowances and rights as are specified in the Second Schedule: Provided that neither the allowances of a Judge nor his rights in respect of leave of absence shall be varied to his disadvantage after his appointment"
221,Hindi,"221. न्यायाधीशों का वेतन आदि
(1) प्रत्येक उच्च न्यायालय के न्यायाधीशों को ऐसे वेतन का भुगतान किया जाएगा जो संसद द्वारा कानून द्वारा निर्धारित किया जा सकता है और, जब तक कि इस संबंध में प्रावधान नहीं किया जाता है, तब तक ऐसे वेतन का भुगतान किया जाएगा जो दूसरी अनुसूची में निर्दिष्ट हैं।
(2) प्रत्येक न्यायाधीश ऐसे भत्तों और अनुपस्थिति छुट्टी और पेंशन के संबंध में ऐसे अधिकारों का हकदार होगा जो समय-समय पर संसद द्वारा बनाए गए कानून द्वारा या उसके तहत निर्धारित किए जा सकते हैं और जब तक यह निर्धारित नहीं किया जाता है, तब तक ऐसे भत्तों और अधिकारों का हकदार होगा जो दूसरी अनुसूची में निर्दिष्ट हैं: बशर्ते कि न तो न्यायाधीश के भत्ते और न ही अनुपस्थिति छुट्टी के संबंध में उनके अधिकारों में उनकी नियुक्ति के बाद उनके नुकसान के लिए बदलाव किया जाएगा।"
221,Tamil,"221. Salaries etc, of Judges
(1) ஒவ்வொரு உயர் நீதிமன்ற நீதிபதிகளுக்கும் சட்டத்தின் மூலம் பாராளுமன்றத்தால் நிர்ணயிக்கப்படும் சம்பளம் மற்றும் அதன் சார்பாக ஏற்பாடு செய்யப்படும் வரை, இரண்டாவது அட்டவணையில் குறிப்பிடப்பட்டுள்ள ஊதியங்கள் வழங்கப்படும்.
(2) ஒவ்வொரு நீதிபதியும் அவ்வப்பொழுது பாராளுமன்றத்தால் அல்லது சட்டத்தின் கீழ் தீர்மானிக்கப்படும் விடுப்பு மற்றும் ஓய்வூதியம் தொடர்பான அத்தகைய கொடுப்பனவுகள் மற்றும் அத்தகைய உரிமைகள் மற்றும் இரண்டாவது அட்டவணையில் குறிப்பிடப்பட்டுள்ள அத்தகைய கொடுப்பனவுகள் மற்றும் உரிமைகளுக்கு உரிமை உண்டு."
221,Marathi,"221. न्यायाधीशांचे वेतन इ
(१) प्रत्येक उच्च न्यायालयाच्या न्यायाधिशांना संसदेद्वारे कायद्याद्वारे निर्धारित केले जाईल असे वेतन दिले जाईल आणि त्या दृष्टीने तरतूद केली जात नाही तोपर्यंत, दुसऱ्या अनुसूचीमध्ये नमूद केलेले वेतन.
(2) Every Judge shall be entitled to such allowances and to such rights in respect of leave of absence and pension as may from time to time be determined by or under law made by Parliament and, until so determined, to such allowances and rights as are specified in the Second Schedule: Provided that neither the allowances of a Judge nor his rights in respect of leave of absence shall be varied to his disadvantage after his भेट"
222,English,"222. Transfer of a Judge from one High Court to another
(1) The President may, after consultation with the Chief Justice of India, transfer a Judge from one High Court to any other High Court
(2) When a Judge has been or is so transferred, he shall, during the period he serves, after the commencement of the Constitution (Fifteenth Amendment) Act, 1963 , as a Judge of the other High Court, be entitled to receive in addition to his salary such compensatory allowance as may be determined by Parliament by law and, until so determined, such compensatory allowance as the President may by order fix"
222,Hindi,"222. किसी न्यायाधीश का एक उच्च न्यायालय से दूसरे उच्च न्यायालय में स्थानांतरण
(1) राष्ट्रपति, भारत के मुख्य न्यायाधीश से परामर्श के बाद, किसी न्यायाधीश को एक उच्च न्यायालय से किसी अन्य उच्च न्यायालय में स्थानांतरित कर सकता है
(2) जब एक न्यायाधीश को इस प्रकार स्थानांतरित किया जाता है या स्थानांतरित किया जाता है, तो वह संविधान (पंद्रहवें संशोधन) अधिनियम, 1963 के प्रारंभ के बाद, अन्य उच्च न्यायालय के न्यायाधीश के रूप में सेवा की अवधि के दौरान, अपने वेतन के अतिरिक्त ऐसे प्रतिपूरक भत्ते को प्राप्त करने का हकदार होगा जो संसद द्वारा कानून द्वारा निर्धारित किया जा सकता है और, जब तक कि निर्धारित नहीं किया जाता है, तब तक ऐसा प्रतिपूरक भत्ता जिसे राष्ट्रपति आदेश द्वारा तय कर सकते हैं।"
222,Tamil,"222. ஒரு நீதிபதியை ஒரு உயர் நீதிமன்றத்திலிருந்து மற்றொன்றுக்கு மாற்றுதல்
(1) குடியரசுத் தலைவர், இந்தியத் தலைமை நீதிபதியுடன் கலந்தாலோசித்த பிறகு, ஒரு நீதிபதியை ஒரு உயர் நீதிமன்றத்திலிருந்து வேறு எந்த உயர் நீதிமன்றத்திற்கும் மாற்றலாம்
(2) நீதிபதி ஒருவர் மாற்றப்பட்டாலோ அல்லது அவ்வாறு இடமாற்றம் செய்யப்பட்டாலோ, அவர் பணியாற்றும் காலக்கட்டத்தில், அரசியலமைப்பு (பதினைந்தாம் திருத்தம்) சட்டம், 1963 தொடங்கப்பட்ட பின்னர், மற்ற உயர் நீதிமன்ற நீதிபதியாக, அவர் தனது சம்பளத்துடன் கூடுதலாகப் பெறுவதற்குத் தகுதியுடையவராக இருப்பார்."
222,Marathi,"222. न्यायाधीशांची एका उच्च न्यायालयातून दुसऱ्या उच्च न्यायालयात बदली
(१) राष्ट्रपती, भारताच्या सरन्यायाधीशांशी सल्लामसलत केल्यानंतर, एका उच्च न्यायालयातील न्यायाधीशाची अन्य कोणत्याही उच्च न्यायालयात बदली करू शकतात.
(२) जेव्हा एखाद्या न्यायाधीशाची बदली झाली असेल किंवा झाली असेल, तेव्हा तो, घटना (पंधरावी दुरुस्ती) कायदा, १९६३ सुरू झाल्यानंतर, इतर उच्च न्यायालयाचा न्यायाधीश या नात्याने, तो सेवा करतो त्या कालावधीत, त्याच्या पगाराव्यतिरिक्त, संसदेद्वारे निर्धारित करण्यात येणारा नुकसानभरपाई भत्ता मिळण्याचा अधिकार असेल, जोपर्यंत राष्ट्रपती कायद्याने ठरवू शकतील आणि अशा आदेशानुसार, राष्ट्रपतींनी निश्चित केलेल्या आदेशानुसार,"
223,English,"223. Appointment of acting Chief Justice When the office of Chief Justice of High Court is vacant or when any such Chief Justice is, by reason of absence or otherwise, unable to perform the duties of his office, the duties of the office shall be performed by such one of the other Judges of the Court as the President may appoint for the purposes"
223,Hindi,"223. कार्यवाहक मुख्य न्यायाधीश की नियुक्ति जब उच्च न्यायालय के मुख्य न्यायाधीश का पद रिक्त हो या जब ऐसा कोई मुख्य न्यायाधीश, अनुपस्थिति के कारण या अन्यथा, अपने कार्यालय के कर्तव्यों का पालन करने में असमर्थ हो, तो कार्यालय के कर्तव्यों का पालन न्यायालय के अन्य न्यायाधीशों में से किसी एक द्वारा किया जाएगा जिसे राष्ट्रपति इस उद्देश्य के लिए नियुक्त कर सकता है।"
223,Tamil,"223. உயர் நீதிமன்றத் தலைமை நீதிபதியின் பதவி காலியாக இருக்கும்போது அல்லது அத்தகைய தலைமை நீதிபதி பதவியில் இல்லாத காரணத்தால் அல்லது வேறுவகையில் அவரது அலுவலகப் பணிகளைச் செய்ய இயலாமல் இருக்கும் போது, ​​பொறுப்புத் தலைமை நீதிபதி நியமனம், அந்த அலுவலகத்தின் கடமைகளை நீதிமன்றத்தின் மற்ற நீதிபதிகளில் ஒருவரால் செய்ய வேண்டும்."
223,Marathi,"223. कार्यवाहक मुख्य न्यायमूर्तीची नियुक्ती जेव्हा उच्च न्यायालयाच्या मुख्य न्यायमूर्तीचे पद रिक्त असेल किंवा असा कोणताही मुख्य न्यायाधीश, अनुपस्थितीमुळे किंवा अन्यथा, त्याच्या पदाची कर्तव्ये पार पाडण्यास असमर्थ असेल तेव्हा, कार्यालयाची कर्तव्ये न्यायालयाच्या अन्य न्यायाधीशांपैकी एकाने पार पाडली जातील ज्याला राष्ट्रपती या हेतूंसाठी नियुक्त करू शकतील."
224,English,"224. Appointment of additional and acting Judges
(1) If by reason of any temporary increase in the business of High Court or by reason of arrears of work therein, it appears to the President that the number of the Judges of that Court should be for the time being increased, the President may appoint duly qualified persons to be additional Judges of the Court for such period not exceeding two years as he may specific
(2) When any Judge of a High Court other than the Chief Justice is by reason of absence or for any other reason unable to perform the duties of his office or is appointed to act temporarily as Chief Justice, the President may appoint a duly qualified person to act as a Judge of that Court until the permanent Judge has resumed his duties
(3) No person appointed as an additional or acting Judge of a High Court shall hold office after attaining the age of sixty two years"
224,Hindi,"224. अतिरिक्त एवं कार्यवाहक न्यायाधीशों की नियुक्ति
(1) यदि उच्च न्यायालय के कामकाज में किसी अस्थायी वृद्धि के कारण या उसमें काम के बकाया के कारण, राष्ट्रपति को यह प्रतीत होता है कि उस न्यायालय के न्यायाधीशों की संख्या कुछ समय के लिए बढ़ाई जानी चाहिए, तो राष्ट्रपति विधिवत रूप से योग्य व्यक्तियों को दो वर्ष से अधिक की अवधि के लिए न्यायालय के अतिरिक्त न्यायाधीश के रूप में नियुक्त कर सकते हैं, जैसा कि वह निर्दिष्ट कर सकते हैं।
(2) जब मुख्य न्यायाधीश के अलावा किसी उच्च न्यायालय का कोई न्यायाधीश अनुपस्थिति के कारण या किसी अन्य कारण से अपने कार्यालय के कर्तव्यों का पालन करने में असमर्थ होता है या अस्थायी रूप से मुख्य न्यायाधीश के रूप में कार्य करने के लिए नियुक्त किया जाता है, तो राष्ट्रपति उस न्यायालय के न्यायाधीश के रूप में कार्य करने के लिए एक विधिवत योग्य व्यक्ति को नियुक्त कर सकता है जब तक कि स्थायी न्यायाधीश अपने कर्तव्यों को फिर से शुरू नहीं कर देता।
(3) उच्च न्यायालय के अतिरिक्त या कार्यवाहक न्यायाधीश के रूप में नियुक्त कोई भी व्यक्ति बासठ वर्ष की आयु प्राप्त करने के बाद पद धारण नहीं करेगा।"
224,Tamil,"224. Appointment of additional and acting Judges
(1) உயர்நீதிமன்றத்தின் பணிகளில் ஏதேனும் தற்காலிக அதிகரிப்பு அல்லது பணி நிலுவை காரணமாக, அந்த நீதிமன்றத்தின் நீதிபதிகளின் எண்ணிக்கையை தற்போதைக்கு அதிகரிக்க வேண்டும் என்று குடியரசுத் தலைவருக்குத் தோன்றினால், குடியரசுத் தலைவர் இரண்டு ஆண்டுகளுக்கு மிகாமல் நீதிமன்றத்தின் கூடுதல் நீதிபதிகளாகத் தகுதியான நபர்களை நியமிக்கலாம்.
(2) தலைமை நீதிபதியைத் தவிர வேறு எந்த ஒரு உயர் நீதிமன்ற நீதிபதியும் இல்லாத காரணத்தினாலோ அல்லது வேறு எந்தக் காரணத்தினாலோ அவரது பதவிக் கடமைகளைச் செய்ய முடியாமல் போனால் அல்லது தற்காலிகமாகத் தலைமை நீதிபதியாகச் செயல்பட நியமிக்கப்பட்டால், நிரந்தர நீதிபதி தனது கடமைகளை மீண்டும் தொடங்கும் வரை அந்த நீதிமன்றத்தின் நீதிபதியாகச் செயல்படத் தகுதியான ஒருவரை குடியரசுத் தலைவர் நியமிக்கலாம்.
(3) உயர் நீதிமன்றத்தின் கூடுதல் அல்லது செயல் நீதிபதியாக நியமிக்கப்படும் எவரும் அறுபத்திரண்டு வயதை அடைந்த பிறகு பதவியில் இருக்கக்கூடாது"
224,Marathi,"224. अतिरिक्त आणि कार्यवाहक न्यायाधीशांची नियुक्ती
(१) उच्च न्यायालयाच्या कामकाजात तात्पुरती वाढ झाल्यामुळे किंवा तेथील कामाच्या थकबाकीमुळे, राष्ट्रपतींना असे दिसून आले की, त्या न्यायालयाच्या न्यायाधीशांची संख्या काही काळासाठी वाढली पाहिजे, तर राष्ट्रपती यथावकाश योग्य व्यक्तींना न्यायालयाचे अतिरिक्त न्यायाधीश म्हणून नियुक्त करू शकतील.
(2) When any Judge of a High Court other than the Chief Justice is by reason of absence or for any other reason unable to perform the duties of his office or is appointed to act temporarily as Chief Justice, the President may appoint a duly qualified person to act as a Judge of that Court until the permanent Judge has resumed his duties
(३) उच्च न्यायालयाचे अतिरिक्त किंवा कार्यवाहक न्यायाधीश म्हणून नियुक्त केलेली कोणतीही व्यक्ती वयाची बासठ वर्षे पूर्ण केल्यानंतर पदावर राहणार नाही."
224,English,"224. A Appointment of retired Judges at sittings of High Courts Notwithstanding anything in this Chapter, the Chief Justice of a High Court for any State may at any time, with the previous consent of the President, request any person who has held the office of Judge of that Court or of any other High Court to sit and act as a Judge of the High Court for that State, and every such person so requested shall, while so sitting and acting, be entitled to such allowances as the President may by order determine and have all the jurisdiction, powers and privileges of, but shall not otherwise be deemed to be, a Judge of that High Court: Provided that nothing in this article shall be deemed to require any such person as aforesaid to sit and act as a Judge of that High Court unless he consents so to do"
224,Hindi,"224. उच्च न्यायालयों की बैठकों में सेवानिवृत्त न्यायाधीशों की नियुक्ति इस अध्याय में किसी भी बात के बावजूद, किसी भी राज्य के लिए उच्च न्यायालय का मुख्य न्यायाधीश, किसी भी समय, राष्ट्रपति की पूर्व सहमति से, उस व्यक्ति से अनुरोध कर सकता है जिसने उस न्यायालय या किसी अन्य उच्च न्यायालय के न्यायाधीश का पद संभाला हो और उस राज्य के लिए उच्च न्यायालय के न्यायाधीश के रूप में कार्य किया हो, और ऐसा अनुरोध किया गया प्रत्येक व्यक्ति, इस प्रकार बैठने और कार्य करने के दौरान, ऐसे भत्तों का हकदार होगा जो राष्ट्रपति आदेश द्वारा निर्धारित कर सकते हैं और सभी प्राप्त कर सकते हैं। अधिकार क्षेत्र, शक्तियाँ और विशेषाधिकार, लेकिन अन्यथा उस उच्च न्यायालय के न्यायाधीश के रूप में नहीं माने जाएंगे: बशर्ते कि इस अनुच्छेद में किसी भी ऐसे व्यक्ति को उस उच्च न्यायालय के न्यायाधीश के रूप में बैठने और कार्य करने की आवश्यकता न हो, जब तक कि वह ऐसा करने के लिए सहमति न दे।"
224,Tamil,"224. உயர் நீதிமன்ற அமர்வுகளில் ஓய்வு பெற்ற நீதிபதிகளை நியமித்தல், இந்த அத்தியாயத்தில் எது இருந்தபோதிலும், எந்தவொரு மாநிலத்திற்கும் உயர் நீதிமன்றத்தின் தலைமை நீதிபதி, குடியரசுத் தலைவரின் முந்தைய ஒப்புதலுடன், அந்த நீதிமன்றத்தின் நீதிபதியாக அல்லது வேறு எந்த உயர் நீதிமன்றத்தின் நீதிபதியாகப் பதவி வகித்த எவரையும் எந்த நேரத்திலும் கோரலாம். அந்த உயர் நீதிமன்ற நீதிபதியின் அனைத்து அதிகார வரம்புகள், அதிகாரங்கள் மற்றும் சிறப்புரிமைகளை குடியரசுத் தலைவர் நிர்ணயித்துக் கொண்டிருக்கலாம், ஆனால் மற்றபடி கருதப்படக்கூடாது: அப்படியானால், மேற்கூறிய எந்தவொரு நபரும் அந்த உயர் நீதிமன்றத்தின் நீதிபதியாக அமர்ந்து செயல்பட வேண்டும் என்று இந்த கட்டுரையில் எதுவும் கூறப்படாது."
224,Marathi,"224. उच्च न्यायालयांच्या बैठकींमध्ये निवृत्त न्यायाधीशांची नियुक्ती या प्रकरणात काहीही असले तरी, कोणत्याही राज्यासाठी उच्च न्यायालयाचे मुख्य न्यायाधीश कधीही, राष्ट्रपतींच्या पूर्वीच्या संमतीने, त्या न्यायालयाच्या किंवा इतर कोणत्याही उच्च न्यायालयाचे न्यायाधीश म्हणून काम करणाऱ्या कोणत्याही व्यक्तीस उच्च न्यायालयाचे न्यायाधीश म्हणून बसण्याची आणि काम करण्याची विनंती करू शकतात, अशाप्रकारे प्रत्येक राज्यासाठी विनंती केली जाईल आणि अशा प्रकारे प्रत्येक व्यक्तीला उच्च न्यायालयाचे न्यायाधीश म्हणून काम करण्याची विनंती केली जाईल. to such allowances as the President may by order determine and have all the jurisdiction, powers and privileges of, but shall not otherwise be deemed to be, a Judge of that High Court: Provided that nothing in this article shall be deemed to require any such person as aforesaid to sit and act as a Judge of that High Court unless he consents so to do"
225,English,"225. Jurisdiction of existing High Courts Subject to the provisions of this Constitution and to the provisions of any law of the appropriate Legislature made by virtue of powers conferred on that Legislature by this Constitution, the jurisdiction of, and the law administered in, any existing High Court, and the respective powers of the Judges thereof in relation to the administration of justice in the Court, including any power to make rules of Court and to regulate the sittings of the Court and of members thereof sitting alone or in Division Courts, shall be the same as immediately before the commencement of this Constitution: Provided that any restriction to which the exercise of original jurisdiction by any of the High Courts with respect to any matter concerning the revenue or concerning any act ordered or done in the collection thereof was subject immediately before the commencement of this Constitution shall no longer apply to the exercise of such jurisdiction"
225,Hindi,"225. मौजूदा उच्च न्यायालयों का क्षेत्राधिकार इस संविधान के प्रावधानों और इस संविधान द्वारा उस विधानमंडल को प्रदत्त शक्तियों के आधार पर बनाए गए उपयुक्त विधानमंडल के किसी भी कानून के प्रावधानों के अधीन, किसी भी मौजूदा उच्च न्यायालय का अधिकार क्षेत्र और उसमें प्रशासित कानून, और न्यायालय में न्याय प्रशासन के संबंध में उसके न्यायाधीशों की संबंधित शक्तियां, जिसमें न्यायालय के नियम बनाने और न्यायालय की बैठकों को विनियमित करने और अकेले या डिवीजन न्यायालयों में बैठे सदस्यों की बैठकों को विनियमित करने की कोई भी शक्ति शामिल है, तुरंत के समान होगी। इस संविधान के प्रारंभ से पहले: बशर्ते कि कोई भी प्रतिबंध जिसके लिए राजस्व से संबंधित किसी भी मामले के संबंध में या उसके संग्रह में आदेश दिए गए या किए गए किसी भी कार्य के संबंध में किसी भी उच्च न्यायालय द्वारा मूल क्षेत्राधिकार का प्रयोग इस संविधान के प्रारंभ से ठीक पहले किया गया था, अब ऐसे क्षेत्राधिकार के प्रयोग पर लागू नहीं होगा।"
